AAS2   308.1   65.1  0  0   -0.12    0.76
A11A   346.0   75.8  0  0    1.11    0.99
              17  35  18  17 1
AAS1   271.9   23.2  1  1    0.00    0.00
AAS2   278.7   97.0 -1 -1    0.00    0.00
ACC1    96.3   89.1  1 -1    0.00    0.00
AEC1   240.0   84.4  1 -1    0.00    0.00
AEC2   198.8   97.8  1  1    0.00    0.00
AEC3   161.9   98.6  1  1    0.00    0.00
AID1   185.9   99.0 -1  1    0.00    0.00
A01A   181.6   85.8 -1  1    0.00    0.00
A02A   200.3   88.2  1  1    0.00    0.00
A03A   219.2   53.5  1  1    0.00    0.00
A04A   138.6   71.5  1  1    0.00    0.00
A05A   145.3   85.0  1  1    0.00    0.00
A06A   154.1   86.6  1  1    0.00    0.00
A07A   160.0   96.3  1  1    0.00    0.00
A08A   354.7   98.3  1  1    0.00    0.00
A10A     7.1   84.6  1  1    0.00    0.00
A12A    53.3   67.8  1 -1    0.00    0.00
A14A   282.9   77.2 -1 -1    0.00    0.00
AAS1   271.9   23.2  0  0    0.37    1.94
AAS2   278.7   97.0  0  0    0.20    1.34
ACC1    96.3   89.1  0  0    0.25    1.86
AEC1   240.0   84.4  0  0    0.90    1.50
AEC2   198.8   97.8  0  0    0.46    1.24
AEC3   161.9   98.6  0  0    0.99    1.24
AID1   185.9   99.0  0  0    0.62    1.19
A02A   200.3   88.2  0  0    0.61    2.01
A03A   219.2   53.5  0  0    0.24    0.52
A04A   138.6   71.5  0  0    0.43    0.83
A05A   145.3   85.0  0  0    1.12    1.41
A06A   154.1   86.6  0  0    0.77    1.57
A07A   160.0   96.3  0  0    0.59    1.38
A08A   354.7   98.3  0  0   -0.58    1.22
A10A     7.1   84.6  0  0    0.33    1.42
A12A    53.3   67.8  0  0    0.38    0.80
A14A   282.9   77.2  0  0   -0.42    1.18
              18  17  11   6 1
ACC1    91.2   89.1  1 -1    0.00    0.00
AEC1   246.1   84.0  1  1    0.00    0.00
AEC2   200.7   98.7  1  1    0.00    0.00
AEC3   161.6   99.4 -1  1    0.00    0.00
A03A   232.7   48.7  1  1    0.00    0.00
A05A   142.9   82.6  1  1    0.00    0.00
A06A   152.7   83.9 -1  1    0.00    0.00
A07A   159.5   95.0  1  1    0.00    0.00
A08A   354.3   99.6  1  1    0.00    0.00
A10A     5.2   88.5  1  1    0.00    0.00
A14A   289.5   79.7 -1 -1    0.00    0.00
ACC1    91.2   89.1  0  0    0.23    2.05
AEC1   246.1   84.0  0  0    0.61    1.43
A03A   232.7   48.7  0  0    0.24    0.60
A07A   159.5   95.0  0  0    0.64    1.48
A08A   354.3   99.6  0  0   -0.48    1.16
A10A     5.2   88.5  0  0    0.47    1.97
              19  16  12   4 1
AAS1   346.7   70.6  1  1    0.00    0.00
AAS2   297.4  103.2  1  1    0.00    0.00
